id,price,price_m,area,room,year,loc,url,offer,seller,addons,market,floor,floor_count,seller_type,base_year
ID4kBHR,320000,12800,25.0,1,0,"Wrocław, Szczepin, ul. Młodych Techników",https://www.otodom.pl/pl/oferta/ID4kBHR,Kawalerka w kamienicy z ogrzewaniem miejskim,WRE NIERUCHOMOŚCI SP.Z O.O.,piwnica,wtórny,parter,4,Biuro nieruchomości,2023
ID4kBu6,789000,11038,71.48,3,2022,"Wrocław, Psie Pole, ul. Zielna",https://www.otodom.pl/pl/oferta/ID4kBu6,Przestronne mieszkanie dla rodziny,Oferta Prywatna,brak informacji,wtórny,1,4,Oferta Prywatna,2023
ID4kBzm,419000,15722,26.65,1,1900,"Śródmieście, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBzm,"Ostrów Tumski, wysokie 4m, parking",Świat Nieruchomości Bracia Juszczak S.C.,oddzielna kuchnia,wtórny,parter,3,Biuro nieruchomości,2023
ID4kBxj,781244,13706,57.0,3,2020,"Wrocław, Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID4kBxj,3 pokoje 57m2 balkon/komórka/garaż/blisko centrum,CENTRO HOUSE,"piwnica, pom. użytkowe",wtórny,4,5,Biuro nieruchomości,2023
ID4kBGV,519000,11798,43.99,2,0,"Wrocław, Szczepin, ul. Długa",https://www.otodom.pl/pl/oferta/ID4kBGV,Centrum|Blisko komunikacja|Przy Odrze|Blisko szkół,77home,"piwnica, pom. użytkowe",pierwotny,parter,4,Biuro nieruchomości,2023
ID4kBDd,497016,9360,53.1,3,0,"Wrocław, Oporów, ul. Ibn Siny Awicenny",https://www.otodom.pl/pl/oferta/ID4kBDd,Promocja | Rodzinne Osiedle | Zaraz gotowe!,77home,"piwnica, pom. użytkowe",pierwotny,3,3,Biuro nieruchomości,2023
ID4kBGT,545000,8463,64.4,3,1992,"Wrocław, Śródmieście, ul. Księcia Józefa Poniatowskiego",https://www.otodom.pl/pl/oferta/ID4kBGT,3 pokoje w poblizu Rynku,Metamorfoza Nieruchomości Dominika Wojciechowska-Zimny,pom. użytkowe,wtórny,2,6,Biuro nieruchomości,2023
ID4hEVd,1050000,16946,61.96,3,2022,"Wrocław, Śródmieście, ul. Księcia Witolda",https://www.otodom.pl/pl/oferta/ID4hEVd,Księcia Witolda - nowe mieszkanie przy rzece,homfi sp. z o.o.,brak informacji,wtórny,6,10,Biuro nieruchomości,2023
ID4hRrC,1042458,12425,83.9,5,0,"Wrocław, Grabiszyn, ul. Rymarska",https://www.otodom.pl/pl/oferta/ID4hRrC,5-pokojowe mieszkanie 83m2 + balkon,Archicom,0,0,1,4,Deweloper,2023
ID4kBH6,683630,9683,70.6,4,0,"Maślice, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBH6,Mieszkanie z dużym ogródkiem na Maślicach,N-HOME Nieruchomości,brak informacji,wtórny,parter,no data,Biuro nieruchomości,2023
ID4kBvm,1289000,14816,87.0,4,2022,"Wrocław, Krzyki, ul. Skarbowców",https://www.otodom.pl/pl/oferta/ID4kBvm,Widok na park - 4 pok. - garaż - komórka,SDP Nieruchomości,brak informacji,wtórny,1,3,Biuro nieruchomości,2023
ID4kmDt,849000,11744,72.29,4,0,"Wrocław, Śródmieście, ul. Ferdynanda Magellana",https://www.otodom.pl/pl/oferta/ID4kmDt,= Olimpia Port/ mieszkanie z dużym tarasem! =,Oferta Prywatna,brak informacji,wtórny,parter,3,Oferta Prywatna,2023
ID4kBJ0,467500,11042,42.34,2,2023,"Wrocław, Krzyki, ul. Jeździecka",https://www.otodom.pl/pl/oferta/ID4kBJ0,Oddzielna kuchnia/ 2 pokoje/ Klucze do odbioru,Just Development NIeruchomości,oddzielna kuchnia,pierwotny,2,5,Biuro nieruchomości,2023
ID4h1Ej,1150000,18400,62.5,2,2020,"Wrocław, Śródmieście, ul. Księcia Witolda",https://www.otodom.pl/pl/oferta/ID4h1Ej,Klimatyzacja I 2 łazienki I Garderoba I 800m Rynek,homfi sp. z o.o.,brak informacji,wtórny,2,6,Biuro nieruchomości,2023
ID4kBy4,629000,10145,62.0,3,1971,"Południe, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBy4,Przy ul. Zaporoskiej/3 pokoje/Co Miejskie/Loggia,KO estate,"piwnica, oddzielna kuchnia, pom. użytkowe",wtórny,2,8,Biuro nieruchomości,2023
ID4dH1n,796510,7950,100.19,4,2021,"Wrocław, Partynice, ul. Zwycięska",https://www.otodom.pl/pl/oferta/ID4dH1n,HIT! Apartament z widokiem na trzy strony świata,Gradi Invest sp. z o.o.,"piwnica, oddzielna kuchnia, dwupoziomowe, pom. użytkowe",pierwotny,3,3,Deweloper,2023
ID4kgi0,750000,13225,56.71,3,2016,"Wrocław, Popowice, ul. Legnicka",https://www.otodom.pl/pl/oferta/ID4kgi0,Legnicka/nowe bud./inwestycja/bez barier,SDP Nieruchomości,brak informacji,wtórny,7,7,Biuro nieruchomości,2023
ID4kjhJ,599000,9601,62.39,3,2018,"Wrocław, Sołtysowice, ul. Sołtysowicka",https://www.otodom.pl/pl/oferta/ID4kjhJ,"Komfortowe, wyposażone 3 pokoje - Sołtysowice!",homfi sp. z o.o.,brak informacji,wtórny,3,6,Biuro nieruchomości,2023
ID4kBcn,503880,11400,44.2,2,2023,"Śródmieście, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBcn,Mini Port Marina Winda Balkon Osobna Kuchnia,Nowe Mieszkania,piwnica,pierwotny,2,4,Biuro nieruchomości,2023
ID4jREK,960000,14672,65.43,3,2015,"Wrocław, Krzyki, ul. Tadeusza Kościuszki",https://www.otodom.pl/pl/oferta/ID4jREK,"Klimatyczne 3 pokoje, prestiżowa Nowa Papiernia",Oferta Prywatna,piwnica,wtórny,3,5,Oferta Prywatna,2023
ID4i4jf,416000,9902,42.01,2,2023,"Wrocław, Krzyki, ul. Jutrzenki",https://www.otodom.pl/pl/oferta/ID4i4jf,"GOTOWE 2 pokoje, balkon + miejsce postojowe CESJA",Oferta Prywatna,brak informacji,pierwotny,2,4,Oferta Prywatna,2023
ID4kBsH,539198,9073,59.43,4,2022,"Jagodno, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBsH,PŁD-ZACH_2balkony_widna kuchnia| GOTOWE do odbioru,SPRZEDAŻ NOWYCH MIESZKAŃ ID Sp. z o.o,brak informacji,pierwotny,3,4,Biuro nieruchomości,2023
ID4kBsc,580160,9800,59.2,3,2023,"Poświętne, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBsc,Piękny układ / Dwustronne / Duży salon / Taras,Promesa Nieruchomosci Adrian Wojtasik,brak informacji,pierwotny,3,6,Biuro nieruchomości,2023
ID4kBnB,464900,9665,48.1,3,1970,"Gaj, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBnB,3M | Centrum | do negocjacji!,Globfinanse,"piwnica, oddzielna kuchnia",wtórny,7,10,Biuro nieruchomości,2023
ID4kz9x,475900,9683,49.15,3,2023,"Jagodno, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kz9x,3 pokoje + 2 x GARAŻ W CENIE -> 17 min od RYNKU,Oferta Prywatna,pom. użytkowe,pierwotny,1,no data,Oferta Prywatna,2023
ID4kBfu,682000,9606,71.0,4,2023,"Fabryczna, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBfu,Dla Rodziny|Widok na zieleń|Tramwaj|Garderoba,Alfama Nieruchomości,brak informacji,pierwotny,5,8,Biuro nieruchomości,2023
ID4kBqR,484265,9603,50.43,4,2023,"Wrocław, Jagodno, ul. Buforowa",https://www.otodom.pl/pl/oferta/ID4kBqR,Miejsce postojowe w cenie| Mega Rabaty,OTO NIERUCHOMOŚCI,oddzielna kuchnia,pierwotny,4,4,Biuro nieruchomości,2023
ID4kBlT,769900,8554,90.0,4,2020,"Fabryczna, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBlT,4M _Dla_rodziny_ | Dla rodziny | Wysoki standard,Globfinanse,dwupoziomowe,wtórny,3,3,Biuro nieruchomości,2023
ID4kBgW,720000,9785,73.58,4,2018,"Sołtysowice, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBgW,Okolice ul. Redyckiej 2018 Taras/Ogródek/Lux,UNITED Nieruchomości,brak informacji,wtórny,parter,4,Biuro nieruchomości,2023
ID4kBdG,475000,8497,55.9,3,1979,"Gądów Mały, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBdG,"Mieszkanie, 55,90 m², Wrocław",Świat Nieruchomości Bracia Juszczak S.C.,"piwnica, oddzielna kuchnia",wtórny,1,4,Biuro nieruchomości,2023
ID4kBlb,450000,9636,46.7,3,0,"Wrocław, Grabiszyn, ul. Inżynierska",https://www.otodom.pl/pl/oferta/ID4kBlb,Grabiszyn - Inżynierska - 3 pokojowe mieszkanie,Oferta Prywatna,piwnica,wtórny,9,10,Oferta Prywatna,2023
ID4kBsh,512300,10673,48.0,3,2023,"Poświętne, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBsh,Piękny układ / Jasne / Narożne / Duży balkon,Promesa Nieruchomosci Adrian Wojtasik,brak informacji,pierwotny,1,6,Biuro nieruchomości,2023
ID4ke1o,729000,7674,95.0,5,1930,"Wrocław, Śródmieście, ul. Mikołaja Reja",https://www.otodom.pl/pl/oferta/ID4ke1o,"Wrocław, ul Reja- idealne pod inwestycje",Wroclove Property Marta Michalec,"piwnica, dwupoziomowe",wtórny,parter,4,Biuro nieruchomości,2023
ID4kBpO,484265,9603,50.43,4,0,"Wrocław, Jagodno, ul. Buforowa",https://www.otodom.pl/pl/oferta/ID4kBpO,4 pokoje\ 50 mkw \2miejsca postojowe\ TWÓJ DORADCA,Biuro Sprzedaży Mieszkań,brak informacji,pierwotny,4,no data,Biuro nieruchomości,2023
ID4kBez,880000,10864,81.0,5,0,"Wrocław, Borek, ul. Tadeusza Zielińskiego",https://www.otodom.pl/pl/oferta/ID4kBez,"5 pokoi, mini akademik/Borek/inwestycja",Promesa Nieruchomosci Adrian Wojtasik,"piwnica, oddzielna kuchnia",wtórny,3,4,Biuro nieruchomości,2023
ID4dH28,729730,7950,91.79,4,2021,"Wrocław, Partynice, ul. Zwycięska",https://www.otodom.pl/pl/oferta/ID4dH28,"Duży, dwupoziomowy, 3-pok. z balkonem od podwórza",Gradi Invest sp. z o.o.,"piwnica, oddzielna kuchnia, dwupoziomowe, pom. użytkowe",pierwotny,3,3,Deweloper,2023
ID4kBtJ,380000,6129,62.0,3,1936,"Wrocław, Nadodrze, ul. św. Wincentego",https://www.otodom.pl/pl/oferta/ID4kBtJ,Mieszkanie 3 pokoje w centrum Wrocławia 62m2.,ALEJA NIERUCHOMOŚCI,oddzielna kuchnia,wtórny,3,3,Biuro nieruchomości,2023
ID4kBjg,419999,9774,42.97,2,0,"Wrocław, Krzyki, ul. Gajowicka",https://www.otodom.pl/pl/oferta/ID4kBjg,2 pokoje | Przy Sky Tower| Inwestycja,WRE NIERUCHOMOŚCI SP.Z O.O.,piwnica,wtórny,6,10,Biuro nieruchomości,2023
ID4krse,435000,10610,41.0,2,2000,"Różanka, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4krse,2 M| RÓŻANKA| piwnica +WINDA | dla rodziny,Globfinanse,"piwnica, oddzielna kuchnia",wtórny,4,no data,Biuro nieruchomości,2023
ID4kBdO,728272,28010,26.0,1,0,"Wrocław, Stare Miasto, pl. Dominikański",https://www.otodom.pl/pl/oferta/ID4kBdO,Mieszkanie W Centrum | Obok Galerii Dominikańskiej,WRE NIERUCHOMOŚCI SP.Z O.O.,brak informacji,pierwotny,3,3,Biuro nieruchomości,2023
ID4kBhm,413363,9562,43.23,2,2023,"Jagodno, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBhm,HALA za 0PLN_ idealne dla pary_ 6km od Rynku_ park,SPRZEDAŻ NOWYCH MIESZKAŃ ID Sp. z o.o,pom. użytkowe,pierwotny,1,4,Biuro nieruchomości,2023
ID4kBbq,511000,10602,48.2,2,1950,"Wrocław, Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID4kBbq,Centrum|Pl.Kościuszki|Inwestycja|2 pok.,RENOMAHOME,"piwnica, oddzielna kuchnia",wtórny,3,5,Biuro nieruchomości,2023
ID4kBi2,476017,10047,47.38,3,2023,"Jagodno, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBi2,BRAK sąsiadów nad głowami_widna kuchnia +2HALE za0,SPRZEDAŻ NOWYCH MIESZKAŃ ID Sp. z o.o,pom. użytkowe,pierwotny,5,5,Biuro nieruchomości,2023
ID4kBdb,485000,8965,54.1,3,1976,"Popowice, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBdb,"Trzy pokoje/54,1m2/Popowice",CENTRO HOUSE,"piwnica, pom. użytkowe",wtórny,9,10,Biuro nieruchomości,2023
ID4jShk,1209000,22985,52.6,2,2022,"Wrocław, Rynek, ul. Księcia Witolda",https://www.otodom.pl/pl/oferta/ID4jShk,Księcia Witolda!!! Jedyny Taki Apartament!!!,Expander Advisors,brak informacji,wtórny,4,4,Biuro nieruchomości,2023
ID4kBdT,1335370,16486,81.0,4,0,"Wrocław, Krzyki, ul. Gwiaździsta",https://www.otodom.pl/pl/oferta/ID4kBdT,"4 pokoje | Taras, ogród | Przy Sky Tower",WRE NIERUCHOMOŚCI SP.Z O.O.,brak informacji,pierwotny,8,11,Biuro nieruchomości,2023
ID4kBcf,525000,10692,49.1,2,1992,"Wrocław, Nadodrze, ul. Trzebnicka",https://www.otodom.pl/pl/oferta/ID4kBcf,2 pokoje| loggia | winda |do wejścia | Nadodrze,SDP Nieruchomości,piwnica,wtórny,2,6,Biuro nieruchomości,2023
ID4kBcr,537518,11175,48.1,2,2023,"Śródmieście, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBcr,Przystań Rozkładowe Winda Balkon Dużo Zieleni Nowe,Nowe Mieszkania,piwnica,pierwotny,2,4,Biuro nieruchomości,2023
ID4kBuo,689000,11483,60.0,4,1980,"Wrocław, Ołbin, ul. ks. Konstantego Damrota",https://www.otodom.pl/pl/oferta/ID4kBuo,Mieszkanie 60 m2 / Ołbin / Damrota,Północ Nieruchomości Franczyza,brak informacji,wtórny,7,10,Biuro nieruchomości,2023
ID4kBcg,373665,9379,39.84,2,2023,"Jagodno, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBcg,Promocja/balkon/ogrzewanie miejskie,OTO NIERUCHOMOŚCI,oddzielna kuchnia,pierwotny,3,5,Biuro nieruchomości,2023
ID4kBsj,404032,10649,37.94,2,2023,"Poświętne, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBsj,Idealne na start / inwestycje / Gotowe w 2023 !,Promesa Nieruchomosci Adrian Wojtasik,brak informacji,pierwotny,Zapytaj,no data,Biuro nieruchomości,2023
ID4kBjb,1189358,16489,72.13,3,0,"Wrocław, Krzyki, ul. Gwiaździsta",https://www.otodom.pl/pl/oferta/ID4kBjb,3 pokoje przy Sky Tower | Taras | Ogród | Centrum,WRE NIERUCHOMOŚCI SP.Z O.O.,brak informacji,pierwotny,8,11,Biuro nieruchomości,2023
ID4kBeh,993767,9786,101.55,4,2024,"Krzyki, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBeh,"4-pokojowy dom 102m2, Bezpośrednio, 0% PCC",Golden Eye Nieruchomości,"piwnica, pom. użytkowe",pierwotny,1,1,Biuro nieruchomości,2023
ID4kBdS,948996,18264,51.96,2,0,"Wrocław, Śródmieście, ul. Bolesława Prusa",https://www.otodom.pl/pl/oferta/ID4kBdS,Premium | 2 pokoje | Śródmieście | Inwestycja,WRE NIERUCHOMOŚCI SP.Z O.O.,brak informacji,pierwotny,3,7,Biuro nieruchomości,2023
ID4kBje,587999,13983,42.05,2,2019,"Wrocław, Nadodrze, ul. Kleczkowska",https://www.otodom.pl/pl/oferta/ID4kBje,"Na sprzedaż 2 pokoje, Wrocław Nadodrze, Sun House",WRE NIERUCHOMOŚCI SP.Z O.O.,brak informacji,wtórny,2,8,Biuro nieruchomości,2023
ID4kBlJ,579500,9500,61.0,3,1994,"Gądów Mały, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBlJ,Gotowe mieszkanie z dużym balkonem,Investor Nieruchomości Franczyza,"piwnica, oddzielna kuchnia, pom. użytkowe",wtórny,1,10,Biuro nieruchomości,2023
ID4kBdM,1034578,23844,43.39,2,0,"Wrocław, Stare Miasto, pl. Dominikański",https://www.otodom.pl/pl/oferta/ID4kBdM,Mieszkanie 3 Min Od Rynku | Bez Pcc,WRE NIERUCHOMOŚCI SP.Z O.O.,brak informacji,pierwotny,2,3,Biuro nieruchomości,2023
ID4kBs9,420000,11667,36.0,2,1980,"Karłowice, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBs9,2 pokoje/balkon/piwnica/miejsce postojowe,Promesa Nieruchomosci Adrian Wojtasik,brak informacji,wtórny,4,4,Biuro nieruchomości,2023
ID4kBdQ,944820,8288,114.0,3,0,"Wrocław, Krzyki, pl. Tadeusza Kościuszki",https://www.otodom.pl/pl/oferta/ID4kBdQ,"Inwestycyjne, na 2 mieszkania, pod wynajem pokoji",WRE NIERUCHOMOŚCI SP.Z O.O.,piwnica,wtórny,4,5,Biuro nieruchomości,2023
ID4kBdU,1899996,19839,95.77,4,0,"Wrocław, Krzyki, ul. Gwiaździsta",https://www.otodom.pl/pl/oferta/ID4kBdU,4 pokoje | Taras z ogrodem | Przy Sky Tower,WRE NIERUCHOMOŚCI SP.Z O.O.,brak informacji,pierwotny,> 10,11,Biuro nieruchomości,2023
ID4jPXQ,739000,11369,65.0,3,2018,"Wrocław, Gaj, ul. Kłodzka",https://www.otodom.pl/pl/oferta/ID4jPXQ,"Gaj,2 Mieszkania w cenie 1, Gotowiec Inwestycyjny.",Expander Advisors,brak informacji,wtórny,3,4,Biuro nieruchomości,2023
ID4kBdy,500525,8442,59.29,4,2023,"Krzyki, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBdy,"Apartament 60m2, Bez Prowizji, Specjalne RABATY!",Golden Eye Nieruchomości,"piwnica, pom. użytkowe",pierwotny,3,5,Biuro nieruchomości,2023
ID4kBbp,599900,12495,48.01,2,1975,"Ołbin, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBbp,Inwestycja|Pl.Grunwaldzki|2 pokoje|balkon|piwnica|,RENOMAHOME,"piwnica, oddzielna kuchnia",wtórny,> 10,15,Biuro nieruchomości,2023
ID4kBbI,535000,10588,50.53,2,2016,"Stare Miasto, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBbI,okolice ul. Zdrowej NOWE2016/OGRÓD,Home Expert,brak informacji,wtórny,parter,4,Biuro nieruchomości,2023
ID4kBgp,500000,11338,44.1,2,2015,"Fabryczna, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBgp,Idealne na start ! Gotowe do wprowadzenia ! 2015 r,Globfinanse,brak informacji,wtórny,3,4,Biuro nieruchomości,2023
ID4kBtQ,599000,9215,65.0,3,2023,"Nowy Dwór, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBtQ,3 Pokoje|Dwustronne|Tramwaj|Nowy Dwór,Alfama Nieruchomości,brak informacji,pierwotny,7,8,Biuro nieruchomości,2023
ID4kBeJ,969000,9990,97.0,5,1927,"Wrocław, Ołbin, ul. Stefana Żeromskiego",https://www.otodom.pl/pl/oferta/ID4kBeJ,Inwestycja/5 pokoi/wyposażone/Plac Grunwaldzki,Promesa Nieruchomosci Adrian Wojtasik,"piwnica, oddzielna kuchnia",wtórny,3,4,Biuro nieruchomości,2023
ID4kBcl,472150,12106,39.0,2,2023,"Śródmieście, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBcl,Marina blisko Park Szczytnicki Balkon Siłownia,Nowe Mieszkania,piwnica,pierwotny,3,4,Biuro nieruchomości,2023
ID4dQDp,898000,10951,82.0,5,0,"Nadodrze, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4dQDp,2-pak inwestycyjny.,Oferta Prywatna,"piwnica, oddzielna kuchnia",wtórny,1,5,Oferta Prywatna,2023
ID4kBeH,1060000,11398,93.0,7,1927,"Wrocław, Nadodrze, ul. Bolesława Chrobrego",https://www.otodom.pl/pl/oferta/ID4kBeH,Mini akademik/7 pokoi/Chrobrego/inwestycja,Promesa Nieruchomosci Adrian Wojtasik,piwnica,wtórny,4,4,Biuro nieruchomości,2023
ID4kBci,373073,9077,41.1,2,2023,"Jagodno, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBci,Promocja na wybrane mieszkania/duże rabaty,OTO NIERUCHOMOŚCI,oddzielna kuchnia,pierwotny,1,4,Biuro nieruchomości,2023
ID4k2Rv,611750,12500,48.94,1,0,"Wrocław, Stare Miasto, ul. Oławska",https://www.otodom.pl/pl/oferta/ID4k2Rv,"Stare Miasto*Studio 48,94M*Ul.Oławska",Your Home- Your Life Nieruchomości Patrycja Batijewska,"piwnica, oddzielna kuchnia",wtórny,3,4,Biuro nieruchomości,2023
ID4kBm3,479000,10213,46.9,3,1970,"Wrocław, Grabiszyn, ul. Stalowowolska",https://www.otodom.pl/pl/oferta/ID4kBm3,"3 pokoje, ul. Stalowowolska",Merkury Nieruchomości,"piwnica, oddzielna kuchnia",wtórny,4,4,Biuro nieruchomości,2023
ID4kBco,355221,11132,31.91,2,2023,"Krzyki, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBco,Apartament 32m2 + Rabaty na miejsca postojowe!,Golden Eye Nieruchomości,"piwnica, pom. użytkowe",pierwotny,1,5,Biuro nieruchomości,2023
ID4kBtL,435000,9886,44.0,2,1980,"Pilczyce, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBtL,Okolice ul.Szklarskiej 2pokoje/Piwnica/Lokalizacja,UNITED Nieruchomości,"piwnica, pom. użytkowe",wtórny,2,4,Biuro nieruchomości,2023
ID4kBrn,525000,10585,49.6,2,1978,"Nowy Dwór, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBrn,Gotowe do wprowadzenia | Co Miejskie | Balkon,KO estate,"piwnica, oddzielna kuchnia, pom. użytkowe",wtórny,6,10,Biuro nieruchomości,2023
ID4kBcm,511815,11450,44.7,2,2023,"Śródmieście, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBcm,Przystań Marina Winda Balkon Rozkładowe Odra,Nowe Mieszkania,piwnica,pierwotny,2,4,Biuro nieruchomości,2023
ID4kBoB,479000,9979,48.0,2,2001,"Żerniki, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBoB,Mieszkanie 2 pok. balkon/Żerniki/bez prowizji,BiuroSWN,brak informacji,wtórny,2,2,Biuro nieruchomości,2023
ID4kBoz,619000,9379,66.0,2,2006,"Fabryczna, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBoz,Okolice Kunickiego- 2 pokoje z tarasem i balkonem,ALEJA NIERUCHOMOŚCI,piwnica,wtórny,1,2,Biuro nieruchomości,2023
ID4kBjj,689000,11483,60.0,4,0,"Wrocław, Ołbin, ul. ks. Konstantego Damrota",https://www.otodom.pl/pl/oferta/ID4kBjj,Po remoncie | Balkon | Osobna kuchnia,WRE NIERUCHOMOŚCI SP.Z O.O.,piwnica,wtórny,7,10,Biuro nieruchomości,2023
ID4k3xm,399000,11735,34.0,2,2002,"Wrocław, Klecina, ul. Szparagowa",https://www.otodom.pl/pl/oferta/ID4k3xm,"Szparagowa, Klecina 2 pokoje 34m2 pod inwestycję",Expander Advisors,brak informacji,wtórny,1,4,Biuro nieruchomości,2023
ID4kBsd,590650,8490,69.57,4,2023,"Poświętne, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBsd,Piękny układ / Jasne / Trójstronne / Duży salon,Promesa Nieruchomosci Adrian Wojtasik,brak informacji,pierwotny,3,6,Biuro nieruchomości,2023
ID4kBcB,378331,9064,41.74,2,2023,"Krzyki, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBcB,"Apartament 42m2, 2 pok, Gwarancja najniższej ceny!",Golden Eye Nieruchomości,"piwnica, pom. użytkowe",pierwotny,4,5,Biuro nieruchomości,2023
ID4kBiJ,619900,8641,71.74,3,0,"Śródmieście, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBiJ,3M+kuchnia|Tramwaj 5 min rynek|zadbana kamienica!,Globfinanse,"piwnica, oddzielna kuchnia",wtórny,1,no data,Biuro nieruchomości,2023
ID4kBfx,529000,10173,52.0,3,2023,"Nowy Dwór, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kBfx,3 Pokoje+Balkon 8m2|Rabat|Tramwaj,Alfama Nieruchomości,brak informacji,pierwotny,3,9,Biuro nieruchomości,2023
ID4kBdL,1005672,26054,38.6,2,0,"Wrocław, Stare Miasto, pl. Dominikański",https://www.otodom.pl/pl/oferta/ID4kBdL,2 Pokoje Na Placu Grunwaldzkim | Wysoki Standard,WRE NIERUCHOMOŚCI SP.Z O.O.,brak informacji,pierwotny,3,3,Biuro nieruchomości,2023
ID4koxf,700000,7000,100.0,4,0,"Wrocław, Śródmieście, ul. Norberta Barlickiego",https://www.otodom.pl/pl/oferta/ID4koxf,Wrocław 100m Barlickiego możliwe 4 mieszkania,Oferta Prywatna,"piwnica, oddzielna kuchnia",wtórny,2,4,Oferta Prywatna,2023
ID4kB0j,716128,12483,57.37,3,0,"Wrocław, Grabiszyn, al. gen. Józefa Hallera",https://www.otodom.pl/pl/oferta/ID4kB0j,Grabiszyn | 3 pokoje | Centrum,WRE NIERUCHOMOŚCI SP.Z O.O.,brak informacji,pierwotny,2,10,Biuro nieruchomości,2023
ID4keRW,470000,12948,36.3,2,2023,"Śródmieście, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4keRW,2Pok+Balkon|Przy Rzece|Centrum|Tramwaj,Alfama Nieruchomości,brak informacji,pierwotny,1,6,Biuro nieruchomości,2023
ID4kAZH,420000,10769,39.0,2,1980,"Szczepin, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kAZH,"Mieszkanie 2 pokoje. Wrocław, Szczepin",WGN Wrocław Sienkiewicza,piwnica,wtórny,Zapytaj,no data,Biuro nieruchomości,2023
ID4jmVr,990000,12336,80.25,4,1934,"Wrocław, Plac Grunwaldzki, ul. Grunwaldzka",https://www.otodom.pl/pl/oferta/ID4jmVr,Wspaniałe/pl Grunwaldzki/kamienica/balkon,Promesa Nieruchomosci Adrian Wojtasik,"piwnica, oddzielna kuchnia",wtórny,2,4,Biuro nieruchomości,2023
ID4jjIB,489000,10382,47.1,2,2015,"Stabłowice, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4jjIB,HIT_2M+Garderoba_Balkon_ZIELEŃ,Globfinanse,"piwnica, pom. użytkowe",wtórny,parter,4,Biuro nieruchomości,2023
ID4kqt0,968000,11191,86.5,4,2023,"Ołbin, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kqt0,4-pokoje / 2 loggie / podziemny garaż / Centrum,Promesa Nieruchomosci Adrian Wojtasik,brak informacji,pierwotny,4,7,Biuro nieruchomości,2023
ID4hP0G,510000,13421,38.0,2,0,"Wrocław, Rynek, ul. Nowy Świat",https://www.otodom.pl/pl/oferta/ID4hP0G,sprzedam piękne mieszkanie przy Rynku Wrocławskim,Oferta Prywatna,piwnica,wtórny,2,4,Oferta Prywatna,2023
