id,price,price_m,area,room,year,loc,url,offer,seller,addons,market,floor,floor_count,seller_type,base_year
ID4ilK3,775000,10915,71.0,3,1930,"Wrocław, Pilczyce, ul. Tkacka",https://www.otodom.pl/pl/oferta/ID4ilK3,Słoneczne mieszkanie z ogrodem wśród zieleni,SDP Nieruchomości,piwnica,wtórny,1,2,Biuro nieruchomości,2023
ID4epJ5,467000,11971,39.01,1,0,"Wrocław, Szczepin, ul. Jaworska",https://www.otodom.pl/pl/oferta/ID4epJ5,1-pokojowy apartament inwestycyjny 39m2 + balkon,INWESTGRUPA,0,0,2,12,Deweloper,2023
ID4kCMl,379000,9706,39.05,2,0,"Krzyki, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kCMl,"Mieszkanie, 39,05 m², Wrocław",AGATA MROŻEK NIERUCHOMOŚCI,piwnica,wtórny,2,4,Biuro nieruchomości,2023
ID4gnp1,732996,6600,111.06,5,2022,"Wrocław, Lipa Piotrowska, ul. Kminkowa",https://www.otodom.pl/pl/oferta/ID4gnp1,Kminkowa Zachód | ustawne mieszkanie B7/1/1,PBO DACH BUD SP. Z O.O.,brak informacji,pierwotny,1,1,Deweloper,2023
ID4jJ26,549000,14041,39.1,2,2018,"Wrocław, Psie Pole, ul. Ferdynanda Magellana",https://www.otodom.pl/pl/oferta/ID4jJ26,Mieszkanie 2-pokojowe Olimpia Port Balkon Garaż,Oferta Prywatna,brak informacji,wtórny,parter,3,Oferta Prywatna,2023
ID4iN39,415000,9169,45.26,2,0,"Wrocław, Fabryczna, ul. Metalowców",https://www.otodom.pl/pl/oferta/ID4iN39,"Mieszkanie, 45,26 m², Wrocław",TARO Nieruchomości,brak informacji,wtórny,parter,4,Biuro nieruchomości,2023
ID4kEg0,417000,8598,48.5,3,2023,"Wrocław, Bieńkowice, ul. Boiskowa",https://www.otodom.pl/pl/oferta/ID4kEg0,3 pokoje w cenie 2| Obok Park| Media Miejskie,Od Deweloperów,brak informacji,pierwotny,1,3,Biuro nieruchomości,2023
ID4kEfw,412942,10293,40.12,2,0,"Wrocław, Jagodno, ul. Buforowa",https://www.otodom.pl/pl/oferta/ID4kEfw,Przestronny balkon| garderoba| RABAT INF w opisie,Lokum Marzeń,brak informacji,pierwotny,2,5,Biuro nieruchomości,2023
ID4kE8K,348000,7565,46.0,2,1995,"Wrocław, Sołtysowice, ul. Czytankowa",https://www.otodom.pl/pl/oferta/ID4kE8K,2 pokojowe Wrocław Sołtysowice,Wroclove Property Sp. z o.o.,piwnica,wtórny,3,3,Biuro nieruchomości,2023
ID4kEi6,475000,8979,52.9,3,2023,"Wrocław, Jagodno, ul. Buforowa",https://www.otodom.pl/pl/oferta/ID4kEi6,Ogródek 27m2| 2 sypialnie| Blisko przystanek,Od Deweloperów,brak informacji,pierwotny,parter,5,Biuro nieruchomości,2023
ID4kEfY,559000,7818,71.5,4,2023,"Wrocław, Bieńkowice, ul. Boiskowa",https://www.otodom.pl/pl/oferta/ID4kEfY,3 sypialnie| Obok Park| Klucze pod koniec wakacji!,Od Deweloperów,brak informacji,pierwotny,3,3,Biuro nieruchomości,2023
ID4igDf,858000,15999,53.63,2,2010,"Wrocław, Szczepin, ul. Długa",https://www.otodom.pl/pl/oferta/ID4igDf,"Widok na Odrę! Przestronne M2, z balkonem!",SDP Nieruchomości,brak informacji,wtórny,8,8,Biuro nieruchomości,2023
ID4fvLv,503193,10731,46.89,2,0,"Wrocław, Żerniki, ul. Macieja Przybyły",https://www.otodom.pl/pl/oferta/ID4fvLv,2-pokojowe mieszkanie 46m2 + balkon,Blue Forest Development,0,0,1,2,Deweloper,2023
ID4kEdx,935000,10149,92.13,4,0,"Wrocław, Jagodno, ul. Konduktorska",https://www.otodom.pl/pl/oferta/ID4kEdx,Ogród ~93m2| Duży Rabat| Smart home w cenie,Od Deweloperów,brak informacji,pierwotny,parter,1,Biuro nieruchomości,2023
ID4jJ3M,849000,11744,72.29,4,2019,"Wrocław, Psie Pole, ul. Ferdynanda Magellana",https://www.otodom.pl/pl/oferta/ID4jJ3M,4 pokoje | Taras 23m2 | 2 miejsca parkingowe,Piotr Płuciennik Nieruchomości,piwnica,wtórny,parter,3,Biuro nieruchomości,2023
ID4gDq5,524000,11320,46.29,2,0,"Wrocław, Szczepin, ul. Portowa",https://www.otodom.pl/pl/oferta/ID4gDq5,2-pokojowe mieszkanie 46m2 + balkon Bezpośrednio,Lokum Deweloper,0,0,parter,7,Deweloper,2023
ID4kEdc,413663,10383,39.84,2,0,"Wrocław, Jagodno, ul. Buforowa",https://www.otodom.pl/pl/oferta/ID4kEdc,"OFERTA SPECJALNA w cenie 2 miejsca w hali, 0%PCC",Lokum Marzeń,pom. użytkowe,pierwotny,3,5,Biuro nieruchomości,2023
ID4kEfZ,376000,8910,42.2,2,2023,"Wrocław, Bieńkowice, ul. Boiskowa",https://www.otodom.pl/pl/oferta/ID4kEfZ,Ogród ~73m2| Możliwa Osobna Kuchnia| Umów się!,Od Deweloperów,brak informacji,pierwotny,parter,3,Biuro nieruchomości,2023
ID4iUtw,329000,13708,24.0,1,1970,"Gaj, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4iUtw,okolice Aquaparku WINDA/OD ZARAZ!,Home Expert,"piwnica, oddzielna kuchnia",wtórny,10,11,Biuro nieruchomości,2023
ID4iNtV,841360,13000,64.72,3,0,"Wrocław, Ołbin, ul. Stefana Żeromskiego",https://www.otodom.pl/pl/oferta/ID4iNtV,3-pokojowy apartament inwestycyjny 64m2,INWESTGRUPA,0,0,3,5,Deweloper,2023
ID4iinY,501942,19895,25.23,1,0,"Wrocław, Stare Miasto, ul. Czysta",https://www.otodom.pl/pl/oferta/ID4iinY,1-pokojowe mieszkanie 25m2 + balkon Bezpośrednio,BPI Real Estate Poland,0,0,2,6,Deweloper,2023
ID4kCy7,446570,9208,48.5,3,1967,"Wrocław, Krzyki, ul. Drukarska",https://www.otodom.pl/pl/oferta/ID4kCy7,"Mieszkanie 3 pokojowe, Krzyki, Inwestycja",Wroclove Property Sp. z o.o.,piwnica,wtórny,7,10,Biuro nieruchomości,2023
ID4cT1T,816793,11036,74.01,4,0,"Wrocław, Szczepin, ul. Portowa",https://www.otodom.pl/pl/oferta/ID4cT1T,4-pokojowe mieszkanie 74m2 + 2 balkony,Lokum Deweloper,0,0,parter,9,Deweloper,2023
ID4kzZ4,460000,12267,37.5,2,2022,"Wrocław, Maślice, ul. Michała Wołodyjowskiego",https://www.otodom.pl/pl/oferta/ID4kzZ4,|Maślice|2-pokoje|ogród|nowe budownictwo|,SDP Nieruchomości,brak informacji,wtórny,parter,2,Biuro nieruchomości,2023
ID4ivHt,430000,9399,45.75,2,1956,"Plac Grunwaldzki, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4ivHt,okolice Placu Grunwaldzkiego (Parku Tołpy),Home Expert,"piwnica, oddzielna kuchnia",wtórny,3,4,Biuro nieruchomości,2023
ID4kikv,477000,13250,36.0,2,2023,"Wrocław, Ołbin, ul. Jedności Narodowej",https://www.otodom.pl/pl/oferta/ID4kikv,Browary Wrocławskie | 2w1 | Dwupak inwestycyjny,Oferta Prywatna,brak informacji,pierwotny,parter,8,Oferta Prywatna,2023
ID4ipaZ,999000,12488,80.0,4,1910,"ul. gen. Jana Henryka Dąbrowskiego , Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4ipaZ,Wynajęte mieszkanie w okolicy dworca,SDP Nieruchomości,brak informacji,wtórny,2,3,Biuro nieruchomości,2023
ID4irAU,1299900,14705,88.4,3,2014,"Wrocław, Stare Miasto, ul. Tęczowa",https://www.otodom.pl/pl/oferta/ID4irAU,Szukasz prawdziwego apartamentu? Znalazłeś!,SDP Nieruchomości,brak informacji,wtórny,4,6,Biuro nieruchomości,2023
ID4k5sT,369000,7841,47.06,2,1936,"Karłowice, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4k5sT,przytulne mieszkanie w cichej okolicy Karłowice,NIERUCHOMOŚCI Karolina Rodakiewicz,"piwnica, oddzielna kuchnia, pom. użytkowe",wtórny,1,2,Biuro nieruchomości,2023
ID4hF3A,1478000,19078,77.47,2,2016,"Krzyki, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4hF3A,"Słoneczna, wyjątkowa nieruchomość_Krzyki_Park 77mk",Oferta Prywatna,pom. użytkowe,wtórny,3,4,Oferta Prywatna,2023
ID4kEgM,439000,8959,49.0,2,1910,"Wrocław, Huby, ul. Hubska",https://www.otodom.pl/pl/oferta/ID4kEgM,50 m2 / rozkładowe 2 pokoje / 12 min od Wroclavii,Novo Nieruchomości,"piwnica, oddzielna kuchnia, pom. użytkowe",wtórny,parter,2,Biuro nieruchomości,2023
ID4kEht,474133,9302,50.97,3,0,"Wrocław, Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID4kEht,DUŻY taras 60m|w cenie 2 miejsca w hali|M.M|0%PCC,Lokum Marzeń,brak informacji,pierwotny,parter,5,Biuro nieruchomości,2023
ID4iN3b,659000,9002,73.21,3,0,"Wrocław, Krzyki, ul. Skwierzyńska",https://www.otodom.pl/pl/oferta/ID4iN3b,"Mieszkanie, 73,21 m², Wrocław",TARO Nieruchomości,brak informacji,wtórny,4,5,Biuro nieruchomości,2023
ID4irhE,569000,10537,54.0,2,2004,"Wrocław, Karłowice, ul. Bolesława Krzywoustego",https://www.otodom.pl/pl/oferta/ID4irhE,"Jasne, dwustronne 2 pokoje z balkonem!",SDP Nieruchomości,piwnica,wtórny,2,4,Biuro nieruchomości,2023
ID4kEiW,540000,9231,58.5,4,2023,"Wrocław, Jagodno, ul. Buforowa",https://www.otodom.pl/pl/oferta/ID4kEiW,DużyRabat| Balkon 9m2| 3 sypialnie| Media Miejskie,Od Deweloperów,brak informacji,pierwotny,1,5,Biuro nieruchomości,2023
ID4kimB,1140000,12667,90.0,4,2023,"Wrocław, Grabiszyn, al. gen. Józefa Hallera",https://www.otodom.pl/pl/oferta/ID4kimB,Cztery ustawne kawalerki blisko centrum i uczelni,Oferta Prywatna,brak informacji,pierwotny,1,11,Oferta Prywatna,2023
ID4cSZR,589382,12719,46.34,1,0,"Wrocław, Szczepin, ul. Portowa",https://www.otodom.pl/pl/oferta/ID4cSZR,1-pokojowe mieszkanie 46m2 + balkon Bez Prowizji,Lokum Deweloper,0,0,6,9,Deweloper,2023
ID4k6Q7,527000,10993,47.94,2,2014,"Wrocław, Krzyki, ul. Franza Petera Schuberta",https://www.otodom.pl/pl/oferta/ID4k6Q7,2 pok. osobna kuchnia | Miejsce Parkingowe z Szafą,Piotr Płuciennik Nieruchomości,oddzielna kuchnia,wtórny,1,3,Biuro nieruchomości,2023
ID4i3j7,1345877,13014,103.42,5,0,"Wrocław, Szczepin, ul. Portowa",https://www.otodom.pl/pl/oferta/ID4i3j7,5-pokojowe mieszkanie 103m2 + 2 tarasy,Lokum Deweloper,0,0,7,9,Deweloper,2023
ID4epHK,463000,11826,39.15,1,0,"Wrocław, Szczepin, ul. Jaworska",https://www.otodom.pl/pl/oferta/ID4epHK,1-pokojowy apartament inwestycyjny 39m2 + balkon,INWESTGRUPA,0,0,1,12,Deweloper,2023
ID4cT20,870351,11259,77.3,4,0,"Wrocław, Szczepin, ul. Portowa",https://www.otodom.pl/pl/oferta/ID4cT20,4-pokojowe mieszkanie 77m2 + balkon Bezpośrednio,Lokum Deweloper,0,0,parter,9,Deweloper,2023
ID4kCy8,587000,9849,59.6,4,1990,"Wrocław, Śródmieście, wyb. Ludwika Pasteura",https://www.otodom.pl/pl/oferta/ID4kCy8,"Urocze mieszkanie 4 pokojowe, Śródmieście",Wroclove Property Sp. z o.o.,brak informacji,wtórny,6,6,Biuro nieruchomości,2023
ID4ko6c,459000,11562,39.7,2,0,"Wrocław, Stare Miasto, ul. Szpitalna",https://www.otodom.pl/pl/oferta/ID4ko6c,"2 pokojowe ul. Grabiszyńska/Tęczowa, po remoncie",Oferta Prywatna,"piwnica, oddzielna kuchnia",wtórny,2,8,Oferta Prywatna,2023
ID4kEgB,412942,10293,40.12,2,0,"Wrocław, Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID4kEgB,"RABAT w cenie 2 miejsca w hali, GARDEROBA, balkon",Lokum Marzeń,pom. użytkowe,pierwotny,3,5,Biuro nieruchomości,2023
ID4iiRH,600000,12500,48.0,2,2019,"Wrocław, Karłowice, ul. Sołtysowicka",https://www.otodom.pl/pl/oferta/ID4iiRH,Mieszkanie z ogródkiem + miejsce postojowe w cenie,SDP Nieruchomości,brak informacji,wtórny,parter,3,Biuro nieruchomości,2023
ID4ks2a,549000,10578,51.9,2,0,"Wrocław, Szczepin, ul. Zachodnia",https://www.otodom.pl/pl/oferta/ID4ks2a,Zachodnia 11 – dla rodziny i inwestora,Oferta Prywatna,brak informacji,wtórny,1,4,Oferta Prywatna,2023
ID4kEi7,529800,9633,55.0,3,2022,"Zakrzów, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kEi7,Gotowe!|Ostat. Mieszkanie|Komórka w cenie,Alfama Nieruchomości,oddzielna kuchnia,pierwotny,4,4,Biuro nieruchomości,2023
ID4kCB9,419500,11986,35.0,2,1970,"Wrocław, Krzyki, ul. Gajowicka",https://www.otodom.pl/pl/oferta/ID4kCB9,2 pokoje/ rozkładowe/ obok Sky Tower/ Bezpośrednio,Oferta Prywatna,oddzielna kuchnia,wtórny,6,10,Oferta Prywatna,2023
ID4kEiX,490000,9245,53.0,3,2022,"Edmunda Kajdasza , Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kEiX,Już Klucze| 2 wygodne sypialnie| Media Miejskie,Od Deweloperów,brak informacji,pierwotny,3,4,Biuro nieruchomości,2023
ID4cSZT,577875,12503,46.22,1,0,"Wrocław, Szczepin, ul. Portowa",https://www.otodom.pl/pl/oferta/ID4cSZT,1-pokojowe mieszkanie 46m2 + balkon,Lokum Deweloper,0,0,5,9,Deweloper,2023
ID4kEdI,404138,10081,40.09,2,0,"Wrocław, Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID4kEdI,Duża garderoba| balkon| w cenie 2 miejsca w hali,Lokum Marzeń,pom. użytkowe,pierwotny,1,5,Biuro nieruchomości,2023
ID4kEcS,404231,10081,40.1,2,0,"Wrocław, Krzyki, ul. Buforowa",https://www.otodom.pl/pl/oferta/ID4kEcS,Słoneczne mieszkanie z garderobą OKAZJA czyt opis,Lokum Marzeń,pom. użytkowe,pierwotny,1,5,Biuro nieruchomości,2023
ID4kl4c,930000,11625,80.0,2,1980,"Wrocław, Nadodrze, ul. Kazimierza Jagiellończyka",https://www.otodom.pl/pl/oferta/ID4kl4c,Sprzedam 2 mieszkania w Kamienicy - centrum,Oferta Prywatna,"piwnica, oddzielna kuchnia",wtórny,parter,4,Oferta Prywatna,2023
ID4jw2g,419000,12058,34.75,1,1960,"Stare Miasto, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4jw2g,Kawalerka Podwale RENOMA,MM Nieruchomości,oddzielna kuchnia,wtórny,1,3,Biuro nieruchomości,2023
ID4gco8,381632,8900,42.88,2,0,"Wrocław, Psie Pole, ul. Grodzieńska",https://www.otodom.pl/pl/oferta/ID4gco8,2-pokojowe mieszkanie 42m2 + balkon Bez Prowizji,ROBYG Wrocław,0,0,parter,2,Deweloper,2023
ID4kimM,452380,11570,39.1,2,2023,"Wrocław, Psie Pole, ul. Jamesa Cooka",https://www.otodom.pl/pl/oferta/ID4kimM,2 pokoje w Olimpia Port | Odbiory 05.2023 | BezPCC,Oferta Prywatna,brak informacji,pierwotny,2,4,Oferta Prywatna,2023
ID4kEg8,412942,10293,40.12,2,0,"Wrocław, Jagodno, ul. Buforowa",https://www.otodom.pl/pl/oferta/ID4kEg8,"RABAT w cenie 2 miejsca w hali, MEDIA MIEJSKIE",Lokum Marzeń,pom. użytkowe,pierwotny,4,5,Biuro nieruchomości,2023
ID4eExi,462780,8317,55.64,2,0,"Wrocław, Psie Pole, ul. Nowogródzka",https://www.otodom.pl/pl/oferta/ID4eExi,2-pokojowe mieszkanie 55m2 + ogródek,Milart,0,0,parter,1,Deweloper,2023
ID4k0eR,595000,10402,57.2,3,1981,"Wrocław, Kuźniki, ul. Koszalińska",https://www.otodom.pl/pl/oferta/ID4k0eR,"3 pok. mieszkanie, idealne dla rodziny I Kuźniki",Oferta Prywatna,"piwnica, oddzielna kuchnia",wtórny,3,4,Oferta Prywatna,2023
ID4kEeR,405441,10078,40.23,2,0,"Wrocław, Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID4kEeR,"OGRÓDEK|garderoba|RABAT info opis| 0%PCC, prowizji",Lokum Marzeń,brak informacji,pierwotny,parter,5,Biuro nieruchomości,2023
ID4jtNx,1150000,10638,108.1,4,1930,"Klecina, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4jtNx,Ogród| taras|4 pok.|2 łazienki| południe Wrocławia,SDP Nieruchomości,piwnica,wtórny,parter,1,Biuro nieruchomości,2023
ID4fvLV,801939,10229,78.4,4,0,"Wrocław, Żerniki, ul. Macieja Przybyły",https://www.otodom.pl/pl/oferta/ID4fvLV,4-pokojowe mieszkanie 78m2 + balkon Bez Prowizji,Blue Forest Development,0,0,1,2,Deweloper,2023
ID4kEdy,999900,9887,101.13,4,0,"Wrocław, Jagodno, ul. Konduktorska",https://www.otodom.pl/pl/oferta/ID4kEdy,2x Balkon| System Smart w cenie| Miejsce Gratis,Od Deweloperów,brak informacji,pierwotny,1,1,Biuro nieruchomości,2023
ID4iNtU,588560,14000,42.04,2,0,"Wrocław, Ołbin, ul. Stefana Żeromskiego",https://www.otodom.pl/pl/oferta/ID4iNtU,2-pokojowy apartament inwestycyjny 42m2,INWESTGRUPA,0,0,1,5,Deweloper,2023
ID4kjfq,460000,8018,57.37,2,1986,"Wrocław, Kozanów, ul. Kolista",https://www.otodom.pl/pl/oferta/ID4kjfq,"57,37 m2 / 2 pokoje + piwnica + klima / Kozanów",Novo Nieruchomości,"piwnica, pom. użytkowe",wtórny,> 10,11,Biuro nieruchomości,2023
ID4kEa8,649000,9687,67.0,3,0,"Krzyki, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kEa8,"Mieszkanie, 67 m², Wrocław",AGATA MROŻEK NIERUCHOMOŚCI,piwnica,wtórny,1,4,Biuro nieruchomości,2023
ID4jPfl,699000,9575,73.0,3,0,"Wrocław, Śródmieście, ul. Nowowiejska",https://www.otodom.pl/pl/oferta/ID4jPfl,"3 niezależne pokoje 73m2, ul. Sienkiewicza",Doctor House Estates,"piwnica, oddzielna kuchnia",wtórny,2,no data,Biuro nieruchomości,2023
ID4cfqZ,513386,10700,47.98,2,0,"Wrocław, Psie Pole, ul. Ferdynanda Magellana",https://www.otodom.pl/pl/oferta/ID4cfqZ,2-pokojowy apartament 47m2 + balkon Bezpośrednio,Archicom,0,0,parter,3,Deweloper,2023
ID4jdA7,338000,13000,26.0,1,0,"Biskupin, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4jdA7,Biskupin/Kawalerka 26m2 gotowa do zamieszkania.,Fuks Nieruchomości,brak informacji,wtórny,parter,4,Biuro nieruchomości,2023
ID4kr8Y,736900,9999,73.7,3,1905,"Wrocław, Huby, ul. Boczna",https://www.otodom.pl/pl/oferta/ID4kr8Y,Przestronne mieszkanie w odrestaurowanej kamienicy,Hamilton May,oddzielna kuchnia,wtórny,1,4,Biuro nieruchomości,2023
ID4jH2J,678800,9649,70.35,4,0,"Wrocław, Ołbin, ul. Stefana Żeromskiego 14",https://www.otodom.pl/pl/oferta/ID4jH2J,Żeromskiego I Inwestycyjnie I 4 pokoje I pod klucz,Oferta Prywatna,"piwnica, pom. użytkowe",wtórny,2,4,Oferta Prywatna,2023
ID4kEc9,458990,8810,52.1,2,1980,"Gaj, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kEc9,Okazja! 2 Pokoje/Balkon/ Gaj,RENOMAHOME,"piwnica, oddzielna kuchnia",wtórny,4,10,Biuro nieruchomości,2023
ID4gcod,470390,8500,55.34,3,0,"Wrocław, Psie Pole, ul. Grodzieńska",https://www.otodom.pl/pl/oferta/ID4gcod,3-pokojowe mieszkanie 55m2 + ogródek Bezpośrednio,ROBYG Wrocław,0,0,parter,2,Deweloper,2023
ID4kEc8,415000,10560,39.3,2,1970,"Stare Miasto, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kEc8,2pokojowe mieszkanie w Centrum/ Szczepin/ Okazja!,RENOMAHOME,piwnica,wtórny,7,10,Biuro nieruchomości,2023
ID3P0Uo,407000,9807,41.5,2,1972,"Wrocław, Krzyki, ul. Sanocka",https://www.otodom.pl/pl/oferta/ID3P0Uo,"2 pok, rozkład, 41,5m2, Sanocka, blok, prywatnie",Oferta Prywatna,"piwnica, oddzielna kuchnia",wtórny,4,10,Oferta Prywatna,2023
ID4jAW9,330000,10089,32.71,1,2001,"Wrocław, Wojszyce, ul. Pawia 40B",https://www.otodom.pl/pl/oferta/ID4jAW9,"NA SPRZEDAŻ KAWALERKA 32,71m2!!Ul.Pawia-Wojszyce!!",Oferta Prywatna,brak informacji,wtórny,parter,3,Oferta Prywatna,2023
ID4inf5,2310000,10000,231.0,6,2005,"Wrocław, Popowice, ul. Legnicka",https://www.otodom.pl/pl/oferta/ID4inf5,Taras Z Widokiem Na Park,SDP Nieruchomości,dwupoziomowe,wtórny,2,3,Biuro nieruchomości,2023
ID4krYG,429000,8938,48.0,2,0,"Wrocław, Różanka, ul. Obornicka",https://www.otodom.pl/pl/oferta/ID4krYG,"Różanka, 2 pokoje z dużym balkonem, blisko ODRY",Oferta Prywatna,"piwnica, oddzielna kuchnia",wtórny,4,10,Oferta Prywatna,2023
ID4kE5h,636855,10627,59.93,3,0,"Wrocław, Swojczyce, ul. Marca Polo",https://www.otodom.pl/pl/oferta/ID4kE5h,Gotowe Mieszkanie Przy Bulwarze Rzecznym,WRE NIERUCHOMOŚCI SP.Z O.O.,brak informacji,pierwotny,5,5,Biuro nieruchomości,2023
ID4eExc,520000,9603,54.15,3,0,"Wrocław, Psie Pole, ul. Nowogródzka",https://www.otodom.pl/pl/oferta/ID4eExc,3-pokojowe mieszkanie 54m2 + balkon Bezpośrednio,Milart,0,0,2,2,Deweloper,2023
ID4krj5,499999,7029,71.13,2,0,"Wrocław, Sępolno, ul. Monopolowa",https://www.otodom.pl/pl/oferta/ID4krj5,Mieszkanie 73m2 w cichej okolicy,Oferta Prywatna,"piwnica, oddzielna kuchnia",wtórny,parter,4,Oferta Prywatna,2023
ID4kEaX,963200,8135,118.4,4,2024,"Ołtaszyn, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kEaX,Dwupoziomowe| z tarasem| willowa okolica,OTO NIERUCHOMOŚCI,oddzielna kuchnia,pierwotny,1,no data,Biuro nieruchomości,2023
ID4kCSH,779000,12299,63.34,3,2022,"Wrocław, Jagodno, Stanisława Drabika 35",https://www.otodom.pl/pl/oferta/ID4kCSH,Luksusowo wykończone/wyposażone/bez PCC i prowizji,Oferta Prywatna,brak informacji,wtórny,1,4,Oferta Prywatna,2023
ID4ju10,565000,11578,48.8,2,0,"Jagodno, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4ju10,NOWE-GOTOWE-2 pokoje. BEZ PROWIZJI -Flat For Sale,Oferta Prywatna,oddzielna kuchnia,wtórny,3,4,Oferta Prywatna,2023
ID4kEjG,526900,11975,44.0,2,2022,"Wrocław, Krzyki, Kajdasza",https://www.otodom.pl/pl/oferta/ID4kEjG,"Mieszkanie 2 pok. nowe, wyposażone Kajdasza 44m^",Oferta Prywatna,brak informacji,pierwotny,1,3,Oferta Prywatna,2023
ID4cfrA,733165,11075,66.2,4,0,"Wrocław, Psie Pole, ul. Ferdynanda Magellana",https://www.otodom.pl/pl/oferta/ID4cfrA,4-pokojowy apartament 66m2 + taras Bez Pośredników,Archicom,0,0,parter,3,Deweloper,2023
ID4kEjV,720000,12203,59.0,3,216,"Pilczyce, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kEjV,3 Pokojowe mieszkanie Wysoki Standard PILCZYCE,Oferta Prywatna,"piwnica, oddzielna kuchnia, pom. użytkowe",wtórny,2,3,Oferta Prywatna,2023
ID4cvhg,582420,10200,57.1,3,0,"Wrocław, Psie Pole, ul. Ferdynanda Magellana",https://www.otodom.pl/pl/oferta/ID4cvhg,3-pokojowy apartament 57m2 + balkon Bezpośrednio,Archicom,0,0,parter,3,Deweloper,2023
ID4gWTa,688500,9906,69.5,4,0,"Wrocław, Psie Pole, ul. Ferdynanda Magellana",https://www.otodom.pl/pl/oferta/ID4gWTa,4-pokojowy apartament 69m2 + balkon,Archicom,0,0,1,3,Deweloper,2023
ID4kEk3,1699000,13214,128.58,4,2023,"Wrocław, Stare Miasto, ul. Gnieźnieńska",https://www.otodom.pl/pl/oferta/ID4kEk3,Apartament z tarasem na osiedlu przy Odrze,A.M. NIERUCHOMOŚCI IZABELA MATEUSZUK,brak informacji,pierwotny,6,9,Biuro nieruchomości,2023
ID4kgSJ,439000,10245,42.85,2,1920,"Wrocław, Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID4kgSJ,2 Pokoje *po remoncie *Krzyki,Wro Nieruchomości,"piwnica, pom. użytkowe",wtórny,4,5,Biuro nieruchomości,2023
ID4kE8s,620000,10508,59.0,3,2022,"Fabryczna, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kE8s,!!!Gotowe Do Wprowadzenia 2 Miejsca Parkingowe!!!,RENOMAHOME,pom. użytkowe,wtórny,parter,2,Biuro nieruchomości,2023
ID4cSVy,516926,9015,57.34,3,0,"Wrocław, Psie Pole, ul. Odolanowska",https://www.otodom.pl/pl/oferta/ID4cSVy,3-pokojowe mieszkanie 57m2 + balkon Bezpośrednio,Lokum Deweloper,0,0,4,4,Deweloper,2023
ID4kE8B,455000,11727,38.8,2,2012,"Stabłowice, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kE8B,Śliczne 2-pokoje z dużym balkonem Stabłowice,BERNACKA Biuro Nieruchomości,brak informacji,wtórny,3,4,Biuro nieruchomości,2023
ID4kE6u,350000,8537,41.0,1,0,"Krzyki, Wrocław, Wrocław",https://www.otodom.pl/pl/oferta/ID4kE6u,"Mieszkanie, 41 m², Wrocław",Odra Nieruchomości,piwnica,wtórny,1,no data,Biuro nieruchomości,2023
ID4cSXZ,632173,9135,69.2,4,0,"Wrocław, Psie Pole, ul. Odolanowska",https://www.otodom.pl/pl/oferta/ID4cSXZ,4-pokojowe mieszkanie 69m2 + loggia,Lokum Deweloper,0,0,4,4,Deweloper,2023
ID4kE8I,850000,11148,76.25,2,2017,"Wrocław, Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID4kE8I,"Wspaniałe dwupoziomowe, Ołtaszyn. Dobre miejsce",Metrohouse Franchise S.A.,"oddzielna kuchnia, dwupoziomowe",wtórny,2,4,Biuro nieruchomości,2023
ID4hbTk,518648,10400,49.87,2,0,"Wrocław, Wojszyce, ul. Jarosława Iwaszkiewicza",https://www.otodom.pl/pl/oferta/ID4hbTk,"Wojszyce Iwaszkiewicza, od Dewelopera, 2 POKOJE",Oferta Prywatna,brak informacji,pierwotny,1,2,Oferta Prywatna,2023
ID4cvhH,586440,10800,54.3,3,0,"Wrocław, Psie Pole, ul. Ferdynanda Magellana",https://www.otodom.pl/pl/oferta/ID4cvhH,3-pokojowy apartament 54m2 + balkon Bez Prowizji,Archicom,0,0,1,3,Deweloper,2023
